text,link,depth
Your Turn,https://www.ai21.com/blog/introducing-wordtune-read,7
"That's it, you get the picture. The use cases above give you a sense for some things you could do with Jurassic-X, but now it's your turn. A MRKL system such as Jurassic-X is as flexible as your imagination. What do you want to accomplish? Contact us for early access",https://www.ai21.com/blog/introducing-wordtune-read,8
Contact us below and we will get back to you shortly.,https://www.ai21.com/blog/introducing-wordtune-read,9
Thank you!,https://www.ai21.com/blog/introducing-wordtune-read,9
Your submission has been received!,https://www.ai21.com/blog/introducing-wordtune-read,9
Oops! Something went wrong while submitting the form.,https://www.ai21.com/blog/introducing-wordtune-read,9
Related Articles,https://www.ai21.com/blog/introducing-wordtune-read,5
AI21 Labs’ Summarize API Outperforms OpenAI's Models in Human Evaluation,https://www.ai21.com/blog/introducing-wordtune-read,9
"The performance of AI21 Labs’ Summarize API was evaluated against GPT's Davinci-003 and GPT-3.5-Turbo models, using automated metrics and human evaluation. Summarize API produces shorter summaries with higher pass rates and better faithfulness scores in all experiments utilizing real-world data.",https://www.ai21.com/blog/introducing-wordtune-read,10
"AI21 Labs partners with Amazon to offer top-performing, easily accessible foundation models",https://www.ai21.com/blog/introducing-wordtune-read,9
"AI21 Labs is extremely proud to announce a new strategic partnership with Amazon’s Bedrock, a new service offering customers an accessible way to build generative AI-powered apps via pre-trained models.",https://www.ai21.com/blog/introducing-wordtune-read,10
Case study,https://www.ai21.com/blog/introducing-wordtune-read,9
How Easyway Uses AI-Powered Chat to Automate Communication for Luxury Hotels,https://www.ai21.com/blog/introducing-wordtune-read,9
"Learn how Easyway, a guest relationship management platform, used AI21 Labs LLM to streamline their operation and improve guest communications.",https://www.ai21.com/blog/introducing-wordtune-read,10
Case study,https://www.ai21.com/blog/introducing-wordtune-read,9
Unleashing the Power of AI in Game Development: How Ubisoft Scaled Content Production,https://www.ai21.com/blog/introducing-wordtune-read,9
"Learn how Ubisoft utilizes AI21 Labs to automate tedious tasks and enhance their game creation process, all while maintaining their creative vision.",https://www.ai21.com/blog/introducing-wordtune-read,10
Wordtune Read,https://www.ai21.com/blog/introducing-wordtune-read,8
AI21 Studio,https://www.ai21.com/blog/introducing-wordtune-read,8
About Us,https://www.ai21.com/blog/introducing-wordtune-read,8
"A 6 year old child learns math from rules, not only by memorizing examples. In contrast, language models are designed to learn from examples, and consequently are able to solve very basic math like 1-, 2-, and possibly 3- digit addition, but struggle with anything more complex. With increased training time, better data and larger models, the performance will improve, but will not reach the robustness of an HP calculator from the 1970s. Jurassic-X takes a different approach and calls upon a calculator whenever a math problem is identified by the router. The problem can be phrased in natural language and is converted by the language model to the format required by the calculator (numbers and math operations). The computation is performed and the answer is converted back into free language. Importantly (see example below) the process is made transparent to the user by revealing the computation performed, thus increasing the trust in the system. In contrast, language models provide answers which might seem reasonable, but are wrong, making them impractical to use.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,8
The company had 655400 shares which they divided equally among 94 employees. How many did each employee get?,https://www.ai21.com/blog/best-practices-for-deploying-language-models,7
94 employees.,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
Each employee got 7000 stocks,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
(No answer provided),https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
X= 655400/94,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
"Jurassic-X can answer non-trivial math operations which are phrased in natural language, made possible by the combination of a language model and a calculator",https://www.ai21.com/blog/best-practices-for-deploying-language-models,7
"Solving simple questions might require multiple steps, for example - “Do more people live in Tel Aviv or in Berlin?” requires answering: i. What is the population of Tel-Aviv? ii. What is the population of Berlin? iii. Which is larger? This is a highly non-trivial process for a language model, and language models fail to answer this question (see example). Moreover, the user can’t know the process leading to the answers, hence is unable to trust them. Jurassic-X can decompose such problems into the basic questions, route each to the relevant expert, and put together an answer in free language. Importantly, Jurassic-X not only provides the correct answer but also displays the steps taken to reach it, increasing the trust in the system.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,8
Do more people live in Tel Aviv or in Berlin?,https://www.ai21.com/blog/best-practices-for-deploying-language-models,7
There are more people living in Tel Aviv than in Berlin.,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
Berlin and Tel Aviv are roughly the same size,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
(First hit is a comparison between Tel Aviv and Berlin),https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
More people live in Berlin than in Tel-Aviv,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
➿ Synthesizing training data,https://docs.ai21.com/docs/collecting-data,15
"- Grandparent died and left the residue of his estate to Trust 1 and Trust 2, testamentary trusts established under Will. The trustees of Trust 1 want to divide the estate equally between Grandchild 1 and Grandchild 2.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
- Section 9(a) of Trust 1 provides that Trustees may distribute the net income to Grandchild 1 and Grandchild 1's descendants in any proportion they determine is desirable.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
- Section 9(b) of Trust 1 provides that Trustees may distribute principal to Grandchild 1 and Grandchild 1's descendants as they determine is desirable.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"- Section 9(c) of Trust 1 provides that if Grandchild 1 and Grandchild 1's descendants all die before 21 years, Trust 1 will terminate early.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
You will now be presented with a part of a legal letter. Read it and summarize it. Make sure the summary maintains formal terms.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Dear [Name],",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"This letter ruling is in response to a request from your authorized representative dated March 11, 2022, and subsequent documentation requesting an extension of an additional five years under Internal Revenue Code (“IRC”) section 4943(c)(7) for disposing of certain excess business holdings. Taxpayer represents the facts as follows.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Taxpayer was incorporated as a State nonprofit corporation. Taxpayer is exempt from federal income tax under IRC section 501(a) as an organization described in IRC section 501(c)(3) and is classified as a private foundation under IRC section 509(a). Taxpayer was created by Individuals to support the domestic and international Community and various charitable organizations. Individuals were substantial contributors to Taxpayer within the meaning of IRC section 507(d)(2), and therefore disqualified persons with respect to Taxpayer under IRC section 4946(a)(1)(A).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"As a result of Individuals’ death, Taxpayer received A shares of Entity 1 common voting stock from Trust, a disqualified person, on Date 1, which Taxpayer represents is an unusually large testamentary gift or bequest. Additionally, on Date 2, Granddaughter, who is the granddaughter of one of the Individuals, and who serves as a co-trustee of Taxpayer, received a testamentary disposition from Trust of B shares of Entity 1 common voting stock. Granddaughter is also a disqualified person under IRC section 4946. The combined shares of Taxpayer and Granddaughter represent approximately C percent of Entity 1’s outstanding capital stock and are a minority interest in Entity 1. As a result of the testamentary gift or bequest of the A shares, Taxpayer has excess business holdings of Entity 1 under IRC section 4943(c)(1).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"On Date 3, also as a result of Individuals’ death, Taxpayer received from Trust an approximate Z percent membership interest in Entity 2, an LLC, which taxpayer represents is an unusually large testamentary gift or bequest. As a result of the testamentary gift or bequest of the LLC membership interest, which is a minority interest, Taxpayer has excess business holdings of Entity 2 under IRC section 4943(c)(1).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
- A taxpayer requested an extension of five years under IRC section 4943(c)(7) for disposing of certain excess business holdings.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"- A testamentary gift of stock to Taxpayer and a testamentary disposition to Granddaughter, both disqualified persons, resulted in Taxpayer having excess business holdings of Entity 1 under IRC section 4943(c)(1).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"- On Date 3, Taxpayer received an unusually large testamentary gift or bequest of an LLC membership interest, which is an excess business holding.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
You will now be presented with a part of a legal letter. Read it and summarize it. Make sure the summary maintains formal terms.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Dear [Name],",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"This letter responds to a letter dated March 15, 2022, submitted on behalf of S Corporation Target, Purchaser, and Shareholder (collectively, the ""Parties""), requesting an extension of time under §301.9100-3 of the Procedure and Administration Regulations to file an election. The Parties are requesting an extension of time to file the election statement under §1.336-2(h)(3)(iii) of the Income Tax Regulations (the ""Election Statement"") with respect to Purchaser's acquisition of all the stock of S Corporation Target from Shareholder on Date 1. The material information submitted is summarized below.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"On Date 1, Purchaser acquired all the stock of S Corporation Target from Shareholder (the ""Stock Disposition""). It has been represented that the Stock Disposition qualified as a ""qualified stock disposition"" as defined in §1.336-1(b)(6).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"The Parties intended to make a section 336(e) election for the Stock Disposition but, for various reasons, a timely election was not fully made. Subsequently, this request was submitted, under §301.9100-3, for an extension of time to file the Election Statement. The Parties each represented that they are not seeking to alter a return position for which an accuracy-related penalty has been or could be imposed under section 6662.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Regulations promulgated under section 336(e) permit certain sales, exchanges, or distributions of stock of a corporation to be treated as asset dispositions if: (1) the disposition is a ""qualified stock disposition"" as defined in §1.336-1(b)(6); and (2) a section 336(e) election is made.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
And the completion:,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,6
- The Parties requested an extension of time under §301.9100-3 of the Procedure and Administration Regulations to file an election.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
- The Parties are requesting an extension of time to file the Election Statement with respect to Purchaser's acquisition of all the stock of S Corporation Target from Shareholder on Date 1.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
- The Parties represented that they are not seeking to alter a return position for which an accuracy-related penalty has been or could be imposed under section 6662.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
"It is wise to try several phrasings for your prompt. You can, for instance, keep it simple and direct by writing:",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
Summarize the following part of a legal letter while maintaining formal terms.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Alternatively, you can take a more elaborate approach, such as:",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
"You are LegalAI, an AI legal assistant that excels at summarizing legal documents.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
Below you will find part of a legal letter. Read it and summarize it. Make sure the summary maintains formal terms.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"As you can see, we are providing the model with several examples, separated by a stop sequence, which is easily spotted while reading the text. You can read more about stop sequences",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
Special Tokens and Whitespaces,https://docs.ai21.com/docs/contextual-answers-api,16
Repetition Penalties,https://docs.ai21.com/docs/contextual-answers-api,16
Logit Bias,https://docs.ai21.com/docs/contextual-answers-api,16
Foundation Models,https://docs.ai21.com/docs/contextual-answers-api,10
Jurassic-2 Models,https://docs.ai21.com/docs/contextual-answers-api,14
Instruct Models,https://docs.ai21.com/docs/contextual-answers-api,14
Custom Models,https://docs.ai21.com/docs/contextual-answers-api,14
Jurassic-1 Models [Legacy],https://docs.ai21.com/docs/contextual-answers-api,14
Task-Specific APIs,https://docs.ai21.com/docs/contextual-answers-api,10
Task-Specific APIs Overview,https://docs.ai21.com/docs/contextual-answers-api,14
Paraphrase API,https://docs.ai21.com/docs/contextual-answers-api,14
Grammatical Error Corrections API,https://docs.ai21.com/docs/contextual-answers-api,14
Text Improvements API,https://docs.ai21.com/docs/contextual-answers-api,14
Summarize API,https://docs.ai21.com/docs/contextual-answers-api,14
Text Segmentation API,https://docs.ai21.com/docs/contextual-answers-api,14
Contextual Answers API [BETA],https://docs.ai21.com/docs/contextual-answers-api,14
How To...,https://docs.ai21.com/docs/contextual-answers-api,10
Build a Dataset,https://docs.ai21.com/docs/contextual-answers-api,14
Datasets: Best Practices,https://docs.ai21.com/docs/contextual-answers-api,16
Generating More Data Using AI21 Studio,https://docs.ai21.com/docs/contextual-answers-api,16
Tips: Building a Dataset,https://docs.ai21.com/docs/contextual-answers-api,16
API Reference,https://docs.ai21.com/docs/best-practices,14
Go to Playground,https://docs.ai21.com/docs/best-practices,13
API Key,https://docs.ai21.com/docs/best-practices,13
Log In,https://docs.ai21.com/docs/best-practices,13
API Key,https://docs.ai21.com/docs/best-practices,9
Log In,https://docs.ai21.com/docs/best-practices,9
API Reference,https://docs.ai21.com/docs/best-practices,11
Getting Started,https://docs.ai21.com/docs/best-practices,10
Key Concepts,https://docs.ai21.com/docs/best-practices,10
Large Language Models,https://docs.ai21.com/docs/best-practices,14
Tokenizer & Tokenization,https://docs.ai21.com/docs/best-practices,14
When Will a Language Model Stop Generating Text?,https://docs.ai21.com/docs/best-practices,14
Sampling From Language Models,https://docs.ai21.com/docs/best-practices,14
Prompt Engineering,https://docs.ai21.com/docs/best-practices,14
Special Tokens and Whitespaces,https://docs.ai21.com/docs/best-practices,16
Wordtune Read,https://www.ai21.com/blog/latitude-case-study,10
Ask RBG,https://www.ai21.com/blog/latitude-case-study,10
Start building,https://www.ai21.com/blog/latitude-case-study,7
Case study,https://www.ai21.com/blog/latitude-case-study,8
How Latitude scaled production of their gaming worlds while reducing costs,https://www.ai21.com/blog/latitude-case-study,6
AI21 Labs managed to build enterprise-level production models which served players at Latitude to elevate the gaming experience while at the same time improving cost.,https://www.ai21.com/blog/latitude-case-study,6
"Latitude is a pioneer in the AI gaming space, offering powerful AI-generated digital gamescapes for its players.",https://www.ai21.com/blog/latitude-case-study,6
"Latitude is most famously known for AI Dungeon, a text-based adventure game that uses artificial intelligence to generate unique and unpredictable stories, depending on the choices that a player makes. In the past, computer adventure games were limited in terms of the amount of actions and scenarios they offered. By using Large Language Models, AI Dungeon grants players the flexibility to perform virtually any action and have the game respond to that action.",https://www.ai21.com/blog/latitude-case-study,6
Example from AI Dungeon,https://www.ai21.com/blog/latitude-case-study,7
"Latitude got good traction with its early implementation of AI Dungeon on top of GPT-3, but when planning their future roadmap, they quickly realized that they needed an LLM partner who shared their vision of immersive AI-driven experiences. They found an eager partner in AI21 Labs, who worked collaboratively with Latitude to discover roadblocks and brainstorm solutions. This resulted in improvements to issues such as latency, flexibility, and user satisfaction, to name just a few.",https://www.ai21.com/blog/latitude-case-study,6
"So, how did they do it?",https://www.ai21.com/blog/latitude-case-study,6
"AI21 Labs managed to build enterprise-level production models which served players at Latitude to elevate the gaming experience while at the same time improving cost efficiency. Latitude found AI21 Labs to be a collaborative LLM partner, which wasn’t just a plug-and-play solution to a scaling problem, but rather a trusted partner with whom they could collaborate on AI solutions.",https://www.ai21.com/blog/latitude-case-study,6
But what were the exact problems preventing Latitude from realizing its vision? And how did AI21 Labs overcome them? Read on for the full story.,https://www.ai21.com/blog/latitude-case-study,6
Who is Latitude?,https://www.ai21.com/blog/latitude-case-study,6
"Latitude was never envisioned as a gaming company - it actually started as a Hackathon project that translated into a Dungeons and Dragons plugin. The team decided to go to market with the plugin, and within the first week, they had roughly 100,000 customers which quickly grew to a million in just the first month.",https://www.ai21.com/blog/latitude-case-study,6
The verdict was in: there was a creative use case for large language models for game-like experiences and writing.,https://www.ai21.com/blog/latitude-case-study,6
Searching for a collaborative solution,https://www.ai21.com/blog/latitude-case-study,6
"Latitude wanted to offer a stronger game experience, with richer text and better AI responses. For this, they partnered with the legacy GPT-3 enterprise, OpenAI.",https://www.ai21.com/blog/latitude-case-study,6
"But with rapidly evolving technology came growing pains, and OpenAI was not aligned with Latitude's vision - thus, the visionary gaming experience became impossible. It became clear to Latitude that they needed to seek out a new tech partner who was interested in solving the use case of creating an AI-Driven adventure role play game..",https://www.ai21.com/blog/latitude-case-study,6
Switching from OpenAI to AI21 Labs,https://www.ai21.com/blog/latitude-case-study,6
"Latitude booked a call with AI21 Labs when they’d just launched their Jurassic-1 Model. A Jurassic prototype was set up for Latitude, and they started experimenting with the features and the accuracy of results. The final model was perfect for Latitude’s AI Dungeon use case. Soon after that, the team declared it an alpha model for their audience.",https://www.ai21.com/blog/latitude-case-study,6
"In order to get to that stage, the teams had to overcome two massive roadblocks.",https://www.ai21.com/blog/latitude-case-study,6
The first roadblock: creative restrictions,https://www.ai21.com/blog/latitude-case-study,6
"OpenAI’s policy of non-violence restricted integral elements of Latitude’s AI Dungeon adventures — quests, swords, and fights. It was impossible to have a role playing expedition without weapons.",https://www.ai21.com/blog/latitude-case-study,6
"“We were interested in a partner who understands the nuances of the creative use case.” says Ryan Seamons, VP of Product at Latitude.",https://www.ai21.com/blog/latitude-case-study,6
Ryan Seamons - VP Product @ Latitude,https://www.ai21.com/blog/latitude-case-study,7
About Us,https://www.ai21.com/category/events,9
Contact Us,https://www.ai21.com/category/events,9
Email Us,https://www.ai21.com/category/events,10
"All Rights Reserved © AI21 Labs, 2023",https://www.ai21.com/category/events,6
Terms of Use,https://www.ai21.com/category/events,8
Privacy Policy,https://www.ai21.com/category/events,8
Go to Playground,https://docs.ai21.com/docs/tips-building-a-dataset,9
API Reference,https://docs.ai21.com/docs/tips-building-a-dataset,14
Go to Playground,https://docs.ai21.com/docs/tips-building-a-dataset,13
API Key,https://docs.ai21.com/docs/tips-building-a-dataset,13
Log In,https://docs.ai21.com/docs/tips-building-a-dataset,13
API Key,https://docs.ai21.com/docs/tips-building-a-dataset,9
Log In,https://docs.ai21.com/docs/tips-building-a-dataset,9
API Reference,https://docs.ai21.com/docs/tips-building-a-dataset,11
Getting Started,https://docs.ai21.com/docs/tips-building-a-dataset,10
Key Concepts,https://docs.ai21.com/docs/tips-building-a-dataset,10
Large Language Models,https://docs.ai21.com/docs/tips-building-a-dataset,14
Tokenizer & Tokenization,https://docs.ai21.com/docs/tips-building-a-dataset,14
When Will a Language Model Stop Generating Text?,https://docs.ai21.com/docs/tips-building-a-dataset,14
Sampling From Language Models,https://docs.ai21.com/docs/tips-building-a-dataset,14
Prompt Engineering,https://docs.ai21.com/docs/tips-building-a-dataset,14
Contact Us,https://www.ai21.com/blog/introducing-wordtune-read,8
Email Us,https://www.ai21.com/blog/introducing-wordtune-read,9
"All Rights Reserved © AI21 Labs, 2023",https://www.ai21.com/blog/introducing-wordtune-read,5
Terms of Use,https://www.ai21.com/blog/introducing-wordtune-read,7
Privacy Policy,https://www.ai21.com/blog/introducing-wordtune-read,7
"[‘Return population of Tel Aviv’; Return population of Berlin’; Return which is bigger between #1 and #2’]Step 1: Population of Tel Aviv. Result - 451523.Step 1: Population of Berlin. Result - 3664088.Step 3: Which is bigger,  #1 or #2. Result - Berlin.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,8
"Jurassic-X breaks down compositional questions, answers the basic sub-questions, and puts together the answer. Importantly, this process is transparent to the user greatly increasing the trust in the system",https://www.ai21.com/blog/best-practices-for-deploying-language-models,7
Dynamic information (like weather and currency exchange rates),https://www.ai21.com/blog/best-practices-for-deploying-language-models,8
"Certain types of information change continuously - weather, currency exchange rates, share values and more. Such information will never be captured by language models, yet can easily be handled by Jurassic-X by integrating it with a reliable source of information. We performed a proof-of-concept on two such features - weather and currency exchange rates, and the design enables quick integration with more sources to solve your use-case.Weather - a loosely phrased question about the weather elicits an answer from all language models, where language models always return the same answer, regardless of when the question was asked (funny, right?), while Jurassic-X provides an answer based on the actual weather prediction.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,8
I’m going to be in New-York in 3 days. Should I pack my umbrella?,https://www.ai21.com/blog/best-practices-for-deploying-language-models,7
"Yes, you should pack your umbrella.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
"Yes, you should. The weather forecast is rain.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
(Links to weather websites),https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
"Yes, you should pack your umbrella, because in New York in 3 days there will be broken clouds and the temperature will be -2 degrees.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
"Currency exchange rates change much faster than weather predictions, yet the Jurassic-X concept - a language model connected to a reliable source of information - easily solves this problem as well.",https://www.ai21.com/blog/best-practices-for-deploying-language-models,8
How much Moroccan money will I get for 100 bucks?,https://www.ai21.com/blog/best-practices-for-deploying-language-models,7
125 dirhams,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
100 moroccan dirhams is about 27$.,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
How much is 100 dollars in moroccan money?,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
100 dirhams = 10.75 dollars,https://www.ai21.com/blog/best-practices-for-deploying-language-models,10
"Because this task requires high accuracy, we recommend working at a low temperature. It's best to explore the range of 0.0-0.3, since temperature 0 does tend to produce short summaries. You can read more about temperature",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
You can test several options for the prompt in our,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
There is a consistent structure to all the examples in the prompt. This few-shot prompt can be created using the following code (assuming you have the paragraphs and summaries):,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
"def make_single_example(letter, summary):
    example = ""You will now be presented with a part of a legal letter. Read it and summarize it. Make sure the summary maintains formal terms.\n""
    example += ""Letter:\n""
    example += letter
    example += ""\n""
    example += ""Summary:\n""
    example += summary
    
    return example

# This is the stop sequence
SEPARATOR = ""\n##\n""

FEW_SHOT_PREFIX = SEPARATOR.join(
    make_single_example(letter, summary) for letter, summary in zip(letters, summaries)
)

def make_few_shot_prompt(letter):
    
    return FEW_SHOT_PREFIX + SEPARATOR + make_single_example(letter, '') # keep the summary empty and let the model complete",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
Summarize for the average Joe,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,7
"Despite the fact that there are over 1.3 million lawyers in the United States alone, most people  (still) aren't lawyers and have trouble understanding legal documents. In this case, we probably want the summary to be written in a simple, easy-to-understand manner.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,6
"As this task involves both summarizing and simplifying texts, it is inherently more difficult. Thus, we will probably need more ""shots"" in our few-shot prompt (in this case, we added another example to the prompt).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,6
Here is an example of a few-shot prompt:,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,6
You will now be presented with a part of a legal letter. Read it and summarize it. Make sure the summary is short and written in simple words.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Dear [Name],",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"This letter responds to your authorized representatives’ letter of May 19, 2022, and subsequent correspondence, requesting rulings regarding the income, estate, gift, and generation-skipping transfer (GST) tax consequences of the proposed division of Trust 1.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
The facts and representations submitted are as follows:,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Grandparent died on Date 1, leaving the residue of Grandparent’s probate estate in equal shares to Trust 1 and Trust 2, testamentary trusts established under Will. Trust 1 is held for the benefit of Grandchild 1 and Grandchild 1’s descendants, and Trust 2 is held for the benefit of Grandchild 2 and Grandchild 2’s descendants. Grandchild 1 has five children, Great-Grandchild 1, Great-Grandchild 2, Great-Grandchild 3, GreatGrandchild 4, and Great-Grandchild 5. Grandchild 2 has one child, Great-Grandchild 6. Neither Grandchild 1 nor Grandchild 2 has any deceased children. Trustees serve as trustees of Trust 1. Trust 1 is the subject of this ruling request.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Section 9(a) of Trust 1 provides that Trustees may distribute the net income of Trust 1 to or for the benefit of Grandchild 1 and Grandchild 1’s descendants in such proportions and at such times as Trustees determine is desirable or necessary, considering their needs, best interests, and other sources of income, or may annually accumulate and add all or part of the net income to the principal of Trust 1.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Section 9(b) of Trust 1 provides that Trustees may distribute the principal of Trust 1 to or for the benefit of Grandchild 1 and Grandchild 1’s descendants in such proportions PLR-110419-22 3 and at such times as Trustees determine is desirable or necessary for their medical care, comfortable maintenance, education, or general support and welfare, considering their other resources.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Section 9(c) of Trust 1 provides that Trust 1 will terminate 21 years after the death of the survivor of Grandchild 1 and Grandchild 2, and the principal of Trust 1 will be distributed to Grandchild 1’s descendants, per stirpes. If, however, Grandchild 1 and Grandchild 1’s descendants all die before that date, Trust 1 will terminate early, and the principal of Trust 1 will be distributed to Trust 2.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"The purpose of this letter is to describe a trust set up by a grandparent for the benefit of their grandchildren and great-grandchildren. The trustees may distribute money from the trust, but they must follow certain rules. After 21 years, the trust will end, and the remaining money will be distributed to the main beneficiary's descendants. If all the descendants of the main beneficiary pass away before then, the remaining money will be transferred to another trust.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
You will now be presented with a part of a legal letter. Read it and summarize it. Make sure the summary is short and written in simple words.,https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Dear [Name],",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"This letter ruling is in response to a request from your authorized representative dated March 11, 2022, and subsequent documentation requesting an extension of an additional five years under Internal Revenue Code (“IRC”) section 4943(c)(7) for disposing of certain excess business holdings. Taxpayer represents the facts as follows.",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"Taxpayer was incorporated as a State nonprofit corporation. Taxpayer is exempt from federal income tax under IRC section 501(a) as an organization described in IRC section 501(c)(3) and is classified as a private foundation under IRC section 509(a). Taxpayer was created by Individuals to support the domestic and international Community and various charitable organizations. Individuals were substantial contributors to Taxpayer within the meaning of IRC section 507(d)(2), and therefore disqualified persons with respect to Taxpayer under IRC section 4946(a)(1)(A).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
"As a result of Individuals’ death, Taxpayer received A shares of Entity 1 common voting stock from Trust, a disqualified person, on Date 1, which Taxpayer represents is an unusually large testamentary gift or bequest. Additionally, on Date 2, Granddaughter, who is the granddaughter of one of the Individuals, and who serves as a co-trustee of Taxpayer, received a testamentary disposition from Trust of B shares of Entity 1 common voting stock. Granddaughter is also a disqualified person under IRC section 4946. The combined shares of Taxpayer and Granddaughter represent approximately C percent of Entity 1’s outstanding capital stock and are a minority interest in Entity 1. As a result of the testamentary gift or bequest of the A shares, Taxpayer has excess business holdings of Entity 1 under IRC section 4943(c)(1).",https://www.ai21.com/blog/summarizing-legal-documents-for-different-personas-using-ai21-studio,8
